PartitionKey,RowKey,t,Latitude,Longitude,SpeedKPH
blueroute,490,65.0,37.79811971428572,-122.39650628571428,30.24
blueroute,491,70.0,37.79843066666667,-122.39678333333333,30.24
blueroute,492,75.0,37.79873230769231,-122.39705384615384,30.24
blueroute,493,80.0,37.79904705882353,-122.39733058823529,30.24
blueroute,494,85.0,37.799344000000005,-122.397596,24.48
blueroute,495,90.0,37.79961545454545,-122.39783363636364,34.56
blueroute,496,95.0,37.799960324675325,-122.39814188311689,34.56
blueroute,497,100.0,37.80031253246753,-122.3984566883117,34.56
blueroute,498,105.0,37.80065723404255,-122.39875680851064,34.56
blueroute,499,110.0,37.80100483146067,-122.39908303370785,34.56
blueroute,500,115.0,37.801353370786515,-122.39938932584269,34.56
blueroute,501,120.0,37.801708947368425,-122.39970052631578,34.56
blueroute,502,125.0,37.80205075,-122.40000549999999,34.56
blueroute,503,130.0,37.80240170212766,-122.40031574468085,34.56
blueroute,504,135.0,37.80274961538461,-122.40061807692308,34.56
blueroute,505,140.0,37.8031,-122.40092666666666,34.56
blueroute,506,145.0,37.80344575,-122.4012355,34.56
blueroute,507,150.0,37.80379391304348,-122.40155347826088,34.56
blueroute,508,155.0,37.80413354838709,-122.40187483870967,34.56
blueroute,509,160.0,37.80445120689655,-122.40224068965517,34.56
blueroute,510,165.0,37.804748,-122.40261666666667,34.56
blueroute,511,170.0,37.8050352173913,-122.40301956521739,34.56
blueroute,512,175.0,37.805314098360654,-122.40342278688524,34.56
blueroute,513,180.0,37.80558,-122.40379428571428,25.92
blueroute,514,185.0,37.80578918918919,-122.40408567567567,23.04
blueroute,515,190.0,37.80597294117647,-122.40434676470588,23.04
blueroute,516,195.0,37.80615769230769,-122.40462461538462,23.04
blueroute,517,200.0,37.806321818181814,-122.40490636363637,23.04
blueroute,518,205.0,37.806485,-122.405205625,23.04
blueroute,519,210.0,37.80663352941177,-122.40550137254901,23.04
blueroute,520,215.0,37.806783333333335,-122.40580999999999,25.92
blueroute,521,220.0,37.8069575,-122.40619625,18.72
blueroute,522,225.0,37.8070740909091,-122.40645,18.72
blueroute,523,230.0,37.80718461538462,-122.40672,18.72
blueroute,524,235.0,37.80729128205128,-122.40698,18.72
blueroute,525,240.0,37.80735714285714,-122.40727,18.72
blueroute,526,245.0,37.80747347826087,-122.40753000000001,18.72
blueroute,527,250.0,37.80757090909091,-122.40775000000001,11.52
blueroute,528,255.0,37.807643,-122.40791,11.52
blueroute,529,260.0,37.807717473684214,-122.40808,11.52
blueroute,530,265.0,37.80778652631579,-122.40824,11.52
blueroute,531,270.0,37.80785989473684,-122.40841,11.52
blueroute,532,275.0,37.80792894736842,-122.40857,11.52
blueroute,533,280.0,37.80800231578947,-122.40874,11.52
blueroute,534,285.0,37.80807136842105,-122.40889999999999,11.52
blueroute,535,290.0,37.80813,-122.40907,11.52
blueroute,536,295.0,37.808164545454545,-122.40928727272727,11.52
blueroute,537,300.0,37.80819193548387,-122.40951193548388,14.40
blueroute,538,305.0,37.8082175,-122.4097375,14.40
blueroute,539,310.0,37.80824296703297,-122.40997505494506,14.40
blueroute,540,315.0,37.80826714285714,-122.41020142857144,14.40
blueroute,541,320.0,37.808292527472524,-122.41043912087913,14.40
blueroute,542,325.0,37.808316703296704,-122.4106654945055,14.40
blueroute,543,330.0,37.80834,-122.41088,11.52
blueroute,544,335.0,37.808366666666664,-122.4110593939394,11.52
blueroute,545,340.0,37.808395000000004,-122.41125,11.52
blueroute,546,345.0,37.80842166666667,-122.4114293939394,11.52
blueroute,547,350.0,37.80845,-122.41162,11.52
blueroute,548,355.0,37.808475263157895,-122.41180105263157,11.52
blueroute,549,360.0,37.80850210526316,-122.41199342105263,11.52
blueroute,550,365.0,37.80853258064516,-122.41220806451612,14.40
blueroute,551,370.0,37.808566,-122.41243300000001,14.40
blueroute,552,375.0,37.80861,-122.41266,10.08
blueroute,553,380.0,37.808594,-122.412792,8.64
blueroute,554,385.0,37.808573200000005,-122.41293759999999,8.64
blueroute,555,390.0,37.80855625,-122.4130725,8.64
blueroute,556,395.0,37.808538375,-122.41321875,8.64
blueroute,557,400.0,37.808521875,-122.41335375,8.64
blueroute,558,405.0,37.808504,-122.4135,8.64
blueroute,559,410.0,37.8084875,-122.413635,8.64
blueroute,560,415.0,37.808469625,-122.41378125,8.64
